Time (UTCG),Ex (V/m),Ey (V/m),Ez (V/m),Etot (V/m)
1 Jan 2011 00:00:00.000,-0.10194714704794235,0.019300635218641324,-0.012360972398469698,0.10449176498506266
1 Jan 2011 00:00:01.000,-0.10195516708832712,0.019299618413644977,-0.01233998501384598,0.1044969214717015
1 Jan 2011 00:00:02.000,-0.10196318956872316,0.019298565790297265,-0.012318650353350988,0.104502037373048
1 Jan 2011 00:00:03.000,-0.10197079195560456,0.019297459672207494,-0.012297152757445369,0.10450671905573157
1 Jan 2011 00:00:04.000,-0.10197864680545886,0.01929639860571081,-0.012275439573377978,0.10451163485537224
1 Jan 2011 00:00:05.000,-0.10198611826218572,0.019295372370581015,-0.012254010890561193,0.10451622120998207
1 Jan 2011 00:00:06.000,-0.10199354275211948,0.019294224274658715,-0.012231784893345974,0.10452065066371496
1 Jan 2011 00:00:07.000,-0.10200084287360416,0.019293154913260765,-0.012209979387719757,0.10452502748184907
1 Jan 2011 00:00:08.000,-0.1020081377308346,0.019292086138295816,-0.012187821907143638,0.10452936311735855
1 Jan 2011 00:00:09.000,-0.1020151741741938,0.019290902361111306,-0.012165182532609313,0.10453337429619657
1 Jan 2011 00:00:10.000,-0.10202229128616422,0.019289811565015018,-0.012142644798684793,0.10453749840224681
1 Jan 2011 00:00:11.000,-0.10202920286297816,0.01928871118711612,-0.012120073798938185,0.10454142147974858
1 Jan 2011 00:00:12.000,-0.1020361206020991,0.019287594626042258,-0.012097152711996803,0.10454531227043141
1 Jan 2011 00:00:13.000,-0.10204258851589744,0.019286421905475522,-0.012074064866161647,0.10454873975009478
1 Jan 2011 00:00:14.000,-0.10204912771592106,0.019285308646540544,-0.01205107969083445,0.10455226501079516
1 Jan 2011 00:00:15.000,-0.10205565163802968,0.01928416213779868,-0.012027742375839156,0.10455573407173485
1 Jan 2011 00:00:16.000,-0.10206217691552755,0.019283020302946326,-0.012004051817014461,0.10455917027581012
1 Jan 2011 00:00:17.000,-0.10206822074766002,0.019281801342588282,-0.011980191845378445,0.10456210855878992
1 Jan 2011 00:00:18.000,-0.10207436023427062,0.01928064382150296,-0.011956437106430951,0.10456516930454111
1 Jan 2011 00:00:19.000,-0.10208047823996952,0.019279489206008492,-0.01193232567962352,0.10456817459375531
1 Jan 2011 00:00:20.000,-0.10208640381802042,0.019278310730935302,-0.011908183353962229,0.10457098995383955
1 Jan 2011 00:00:21.000,-0.10209232247136474,0.019277135610300995,-0.011883685751755664,0.10457376464477856
1 Jan 2011 00:00:22.000,-0.1020980296055997,0.019275954513954315,-0.01185915316999526,0.10457633377432657
1 Jan 2011 00:00:23.000,-0.10210372677338149,0.01927475959876659,-0.011834265810829936,0.1045788564953976
1 Jan 2011 00:00:24.000,-0.10210893997379569,0.019273488029654805,-0.011809208752472567,0.1045808795849458
1 Jan 2011 00:00:25.000,-0.10211441002705661,0.019272275941516953,-0.011783930142179957,0.10458314570109081
1 Jan 2011 00:00:26.000,-0.1021196818858708,0.01927107371251611,-0.011758616716782076,0.10458522255843253
1 Jan 2011 00:00:27.000,-0.10212491996679247,0.019269840941580626,-0.011732945830086182,0.1045872270690323
1 Jan 2011 00:00:28.000,-0.10212997740204229,0.01926862058409119,-0.011707242045560045,0.10458906032501038
1 Jan 2011 00:00:29.000,-0.102134981875119,0.019267372445823286,-0.011681177615962525,0.10459080300912037
1 Jan 2011 00:00:30.000,-0.10213980283211616,0.01926613469166044,-0.011655079921138714,0.10459237140685212
1 Jan 2011 00:00:31.000,-0.10214442417510997,0.01926490964119639,-0.011628946739563181,0.10459374998449883
1 Jan 2011 00:00:32.000,-0.10214916533079192,0.019263632798764432,-0.011602128612192961,0.10459516678468925
1 Jan 2011 00:00:33.000,-0.1021537214856305,0.019262369125083133,-0.011575276374040145,0.10459640864202811
1 Jan 2011 00:00:34.000,-0.1021580559624747,0.01926111637020896,-0.011548385542829179,0.10459743883338955
1 Jan 2011 00:00:35.000,-0.10216236357076912,0.01925983720818025,-0.011521135929968956,0.10459840549821224
