Time (UTCG),Lat (deg),Lon (deg),Alt (km),vx (km/sec),vy (km/sec),vz (km/sec),vx (km/sec).1,vy (km/sec).1,vz (km/sec).1,B_Tesla,Bx_Tesla,By_Tesla,Bz_Tesla
1 Jan 2011 00:23:55.000,-44.986999999999995,-109.146,2217.762812,-1.214575,-3.5971800000000003,5.303253,3.822093,0.27729899999999996,5.299047,1.6217159048822477e-05,3.2122769315126747e-06,8.92742577094126e-06,1.3152132664872647e-05
1 Jan 2011 00:23:56.000,-44.943999999999996,-109.146,2216.698569,-1.213854,-3.593414,5.307068,3.8182709999999997,0.277499,5.302866000000001,1.6215085667939627e-05,3.2118940375619682e-06,8.93544958593879e-06,1.3144218524021932e-05
1 Jan 2011 00:23:57.000,-44.901,-109.146,2215.6337710000003,-1.2131299999999998,-3.5896449999999995,5.31088,3.8144449999999996,0.277699,5.306682,1.621301346825228e-05,3.2115105045480893e-06,8.943476708130904e-06,1.3136294392713155e-05
1 Jan 2011 00:23:58.000,-44.858000000000004,-109.145,2214.568417,-1.212405,-3.585872,5.314691000000001,3.8106160000000004,0.277898,5.310497,1.6210851399888734e-05,3.2110908321708904e-06,8.95151562754822e-06,1.312825071159835e-05
1 Jan 2011 00:23:59.000,-44.815,-109.145,2213.502508,-1.211678,-3.582096,5.318499,3.8067830000000002,0.278098,5.31431,1.62087815798515e-05,3.210706016812772e-06,8.959549317741237e-06,1.3120306520805755e-05
1 Jan 2011 00:24:00.000,-44.772,-109.145,2212.436045,-1.21095,-3.5783169999999997,5.322306,3.802946,0.278298,5.318121,1.6206712984320005e-05,3.2103205638424807e-06,8.967586340778197e-06,1.3112352300567013e-05
1 Jan 2011 00:24:01.000,-44.729,-109.14399999999999,2211.369029,-1.2102190000000002,-3.5745339999999994,5.32611,3.7991050000000004,0.278497,5.32193,1.6204554441973672e-05,3.209898943279889e-06,8.975634945933707e-06,1.3104278337785447e-05
1 Jan 2011 00:24:02.000,-44.68600000000001,-109.14399999999999,2210.301459,-1.209487,-3.5707470000000003,5.3299129999999995,3.795261,0.278696,5.325737,1.6202488302334523e-05,3.2095122081107358e-06,8.983678582192863e-06,1.3096303971163942e-05
1 Jan 2011 00:24:03.000,-44.643,-109.14399999999999,2209.233336,-1.208753,-3.566957,5.333714,3.7914120000000002,0.278896,5.329542,1.620042343082518e-05,3.2091248368477654e-06,8.991725576931876e-06,1.3088319535704551e-05
1 Jan 2011 00:24:04.000,-44.6,-109.14399999999999,2208.164661,-1.208017,-3.563163,5.3375129999999995,3.78756,0.279095,5.333345,1.619835983827247e-05,3.2087368290797964e-06,8.99977593667142e-06,1.3080325015135348e-05
1 Jan 2011 00:24:05.000,-44.556999999999995,-109.14299999999999,2207.095434,-1.20728,-3.5593660000000003,5.34131,3.783704,0.279294,5.337146,1.619620621421455e-05,3.2083126207978422e-06,9.00783760081678e-06,1.307221051000567e-05
1 Jan 2011 00:24:06.000,-44.513999999999996,-109.14299999999999,2206.025656,-1.20654,-3.5555660000000002,5.345104,3.779844,0.279493,5.340945,1.6194145187545818e-05,3.207923333110255e-06,9.015894638044984e-06,1.3064195731841737e-05
1 Jan 2011 00:24:07.000,-44.471000000000004,-109.14299999999999,2204.955327,-1.205799,-3.551762,5.348897,3.77598,0.279692,5.344742,1.6192085483882282e-05,3.207533410526694e-06,9.023955065884934e-06,1.3056170828638692e-05
1 Jan 2011 00:24:08.000,-44.428000000000004,-109.14299999999999,2203.884447,-1.205056,-3.5479550000000004,5.352688,3.7721129999999996,0.279891,5.348537,1.61900271197871e-05,3.207142854067506e-06,9.032018893890553e-06,1.3048135788435439e-05
1 Jan 2011 00:24:09.000,-44.385,-109.14200000000001,2202.813018,-1.204312,-3.544144,5.356477,3.768241,0.280089,5.35233,1.6187878631553076e-05,3.2067160613856544e-06,9.040093742376886e-06,1.3039980514578315e-05
1 Jan 2011 00:24:10.000,-44.342,-109.14200000000001,2201.74104,-1.203565,-3.5403290000000003,5.360264,3.7643660000000003,0.28028800000000004,5.356122,1.6185822938884848e-05,3.2063242261288156e-06,9.04816430900223e-06,1.3031925099660777e-05
1 Jan 2011 00:24:11.000,-44.299,-109.14200000000001,2200.668512,-1.202817,-3.536511,5.364049,3.7604870000000004,0.280486,5.359911,1.618376863026532e-05,3.205931758696245e-06,9.056238301383464e-06,1.3023859507269637e-05
1 Jan 2011 00:24:12.000,-44.256,-109.14200000000001,2199.595437,-1.202067,-3.53269,5.367832,3.7566040000000003,0.280685,5.363698,1.6181715705620904e-05,3.2055386559384924e-06,9.064315719888469e-06,1.301578371182485e-05
1 Jan 2011 00:24:13.000,-44.211999999999996,-109.14200000000001,2198.521813,-1.201315,-3.528865,5.371613,3.752718,0.280883,5.367483,1.617947679735931e-05,3.205100801386931e-06,9.072507985534228e-06,1.3007397785170362e-05
1 Jan 2011 00:24:14.000,-44.169,-109.141,2197.447642,-1.200561,-3.525037,5.375392,3.7488269999999995,0.28108099999999997,5.371267,1.617733502133314e-05,3.2046707613521477e-06,9.080599481520683e-06,1.2999191004058394e-05
1 Jan 2011 00:24:15.000,-44.126000000000005,-109.141,2196.372924,-1.199806,-3.521205,5.379169,3.744933,0.281279,5.3750480000000005,1.6175286288499966e-05,3.2042757254651324e-06,9.088687130321046e-06,1.2991084244098585e-05
1 Jan 2011 00:24:16.000,-44.083,-109.141,2195.29766,-1.199049,-3.5173699999999997,5.382944,3.7410349999999997,0.281477,5.378826999999999,1.617323900177306e-05,3.2038800571707694e-06,9.096778240399953e-06,1.2982967227591799e-05
1 Jan 2011 00:24:17.000,-44.04,-109.141,2194.2218510000002,-1.1982899999999999,-3.513531,5.386717,3.737133,0.281675,5.382605,1.6171193172451882e-05,3.2034837561597426e-06,9.104872818210256e-06,1.2974839937702163e-05
1 Jan 2011 00:24:18.000,-43.997,-109.141,2193.1454949999998,-1.197529,-3.509689,5.3904879999999995,3.733227,0.28187199999999996,5.38638,1.6169148828654357e-05,3.2030868263270366e-06,9.11297087943632e-06,1.2966702370947301e-05
1 Jan 2011 00:24:19.000,-43.953,-109.14,2192.0685949999997,-1.196766,-3.505843,5.394257,3.729317,0.28207,5.390153,1.6166826541496935e-05,3.2026092888224744e-06,9.121190458217883e-06,1.2958142567162655e-05
1 Jan 2011 00:24:20.000,-43.91,-109.14,2190.991151,-1.196002,-3.5019940000000003,5.3980239999999995,3.725404,0.28226799999999996,5.393925,1.6164785116868846e-05,3.202211060124253e-06,9.129295385354613e-06,1.2949984091415146e-05
1 Jan 2011 00:24:21.000,-43.867,-109.14,2189.9131629999997,-1.195236,-3.4981410000000004,5.401789,3.721486,0.282465,5.397694,1.6162745212531022e-05,3.201812201783573e-06,9.137403815315942e-06,1.294181528787805e-05
1 Jan 2011 00:24:22.000,-43.824,-109.14,2188.834632,-1.194468,-3.4942849999999996,5.405551999999999,3.717565,0.28266199999999997,5.401461,1.616070683997212e-05,3.2014127135307384e-06,9.145515754529674e-06,1.2933636139493602e-05
1 Jan 2011 00:24:23.000,-43.78,-109.14,2187.755557,-1.193698,-3.490425,5.409313,3.7136400000000003,0.28286,5.405226,1.615848226523025e-05,3.2009682013990564e-06,9.153742284386154e-06,1.2925144249888804e-05
1 Jan 2011 00:24:24.000,-43.736999999999995,-109.14,2186.675941,-1.192927,-3.486562,5.4130720000000005,3.709711,0.283057,5.40899,1.6156446967695646e-05,3.2005674279708336e-06,9.161861235030145e-06,1.291694412270278e-05
1 Jan 2011 00:24:25.000,-43.693999999999996,-109.139,2185.5957829999998,-1.192153,-3.482696,5.416829,3.705779,0.283254,5.412751,1.6154321238215937e-05,3.2001302842983706e-06,9.16999007987804e-06,1.290862280671061e-05
1 Jan 2011 00:24:26.000,-43.651,-109.139,2184.515083,-1.191378,-3.478825,5.420584,3.7018419999999996,0.28345,5.41651,1.6152289081541915e-05,3.1997282477191184e-06,9.178116031380824e-06,1.2900401847576565e-05
1 Jan 2011 00:24:27.000,-43.607,-109.139,2183.433843,-1.190601,-3.4749519999999996,5.424336,3.6979019999999996,0.283647,5.420267,1.6150070635747376e-05,3.1992810771182436e-06,9.186356466212059e-06,1.289186708762182e-05
1 Jan 2011 00:24:28.000,-43.56399999999999,-109.139,2182.352063,-1.189822,-3.471075,5.4280870000000006,3.693957,0.283844,5.424022,1.6148041666560405e-05,3.1988777579138783e-06,9.194489490139396e-06,1.2883625024449096e-05
1 Jan 2011 00:24:29.000,-43.521,-109.139,2181.2697420000004,-1.189042,-3.467194,5.431836,3.690009,0.28404,5.427775,1.6146014339522395e-05,3.198473814204526e-06,9.202626083806512e-06,1.2875372517855736e-05
1 Jan 2011 00:24:30.000,-43.477,-109.139,2180.186883,-1.188259,-3.46331,5.435582,3.686058,0.28423699999999996,5.431526,1.6143800667983256e-05,3.198024655841701e-06,9.21087708514026e-06,1.2866805416677573e-05
1 Jan 2011 00:24:31.000,-43.434,-109.139,2179.103493,-1.187475,-3.459422,5.439327,3.6821019999999995,0.284433,5.435275,1.614177657298424e-05,3.1976194215050613e-06,9.219020774261532e-06,1.285853167865953e-05
1 Jan 2011 00:24:32.000,-43.391000000000005,-109.139,2178.019569,-1.1866889999999999,-3.4555309999999997,5.44307,3.678142,0.28463,5.4390220000000005,1.613975413364596e-05,3.1972135565388147e-06,9.227168039764205e-06,1.285024742697121e-05
1 Jan 2011 00:24:33.000,-43.347,-109.13799999999999,2176.9351070000002,-1.185901,-3.4516370000000003,5.44681,3.674179,0.284826,5.442767,1.6137453046099596e-05,3.1967265863366375e-06,9.235435372341196e-06,1.2841536646001005e-05
1 Jan 2011 00:24:34.000,-43.303999999999995,-109.13799999999999,2175.8501079999996,-1.185111,-3.447739,5.450548,3.6702120000000003,0.285022,5.44651,1.613543394815046e-05,3.196319437930582e-06,9.243589730944175e-06,1.2833231067498821e-05
1 Jan 2011 00:24:35.000,-43.261,-109.13799999999999,2174.764572,-1.18432,-3.4438370000000003,5.454285,3.6662410000000003,0.28521799999999997,5.45025,1.6133416575847652e-05,3.195911666794765e-06,9.25174770375989e-06,1.2824914949185996e-05
1 Jan 2011 00:24:36.000,-43.217,-109.13799999999999,2173.6785,-1.183527,-3.4399319999999998,5.458019,3.6622660000000002,0.28541300000000003,5.453989,1.6131212771223307e-05,3.1954585240416385e-06,9.260019939264618e-06,1.2816282652002854e-05
1 Jan 2011 00:24:37.000,-43.174,-109.13799999999999,2172.591893,-1.182732,-3.4360239999999997,5.4617510000000005,3.658287,0.285609,5.457725,1.6129198856856333e-05,3.1950494802229296e-06,9.26818512798867e-06,1.2807945151985637e-05
1 Jan 2011 00:24:38.000,-43.13,-109.13799999999999,2171.50475,-1.181935,-3.432112,5.465481,3.654304,0.28580500000000003,5.46146,1.6126998488233085e-05,3.1945950138612516e-06,9.27646453384778e-06,1.2799290944780862e-05
1 Jan 2011 00:24:39.000,-43.086999999999996,-109.13799999999999,2170.417073,-1.181136,-3.428196,5.469208999999999,3.650318,0.286,5.465192,1.612498809857232e-05,3.1941847011800196e-06,9.284636973443507e-06,1.2790932004557458e-05
1 Jan 2011 00:24:40.000,-43.043,-109.13799999999999,2169.328861,-1.180336,-3.4242779999999997,5.472935,3.646328,0.286196,5.468923,1.6122791228823856e-05,3.1937289138656264e-06,9.292923581771063e-06,1.2782255823458607e-05
1 Jan 2011 00:24:41.000,-43.0,-109.13799999999999,2168.240116,-1.179533,-3.4203550000000003,5.476659,3.6423330000000003,0.286391,5.472651,1.6120784425382958e-05,3.1933173348143667e-06,9.301103304016725e-06,1.2773875379729244e-05
1 Jan 2011 00:24:42.000,-42.957,-109.13799999999999,2167.150838,-1.1787290000000001,-3.416429,5.4803809999999995,3.6383349999999997,0.286586,5.476376999999999,1.6118779450640242e-05,3.1929051364463825e-06,9.309286694254183e-06,1.2765484284280738e-05
1 Jan 2011 00:24:43.000,-42.913000000000004,-109.13799999999999,2166.061028,-1.177923,-3.4125,5.4841,3.6343339999999995,0.286781,5.480101,1.6116587951172523e-05,3.192447383624276e-06,9.317584177169789e-06,1.2756775140764417e-05
1 Jan 2011 00:24:44.000,-42.87,-109.13799999999999,2164.9706850000002,-1.177115,-3.4085669999999997,5.487818,3.630328,0.286976,5.483823,1.611458665517664e-05,3.192033922703331e-06,9.325774897533367e-06,1.2748362446371089e-05
1 Jan 2011 00:24:45.000,-42.826,-109.13799999999999,2163.879811,-1.1763059999999999,-3.4046300000000005,5.491533,3.626318,0.287171,5.487543,1.6112398812889947e-05,3.1915748558214365e-06,9.334079662844727e-06,1.2739631167854673e-05
1 Jan 2011 00:24:46.000,-42.783,-109.13799999999999,2162.7884059999997,-1.175494,-3.40069,5.495247,3.6223050000000003,0.287366,5.491261,1.6110401252414057e-05,3.1911601336166097e-06,9.34227774179971e-06,1.2731196805896694e-05
1 Jan 2011 00:24:47.000,-42.739,-109.137,2161.69647,-1.1746809999999999,-3.396747,5.498958,3.6182879999999997,0.28756,5.494976,1.6108124452724885e-05,3.190663818362123e-06,9.350594444730072e-06,1.272233159891894e-05
1 Jan 2011 00:24:48.000,-42.695,-109.137,2160.604005,-1.173866,-3.3928,5.502667,3.614266,0.28775500000000004,5.49869,1.610594216930329e-05,3.1902027622091833e-06,9.358910093460497e-06,1.271356682286518e-05
1 Jan 2011 00:24:49.000,-42.652,-109.137,2159.51101,-1.173049,-3.38885,5.506374,3.6102410000000003,0.28794899999999995,5.502401,1.6103950293193438e-05,3.1897861323651017e-06,9.367119178449363e-06,1.2705099675805083e-05
1 Jan 2011 00:24:50.000,-42.608000000000004,-109.137,2158.417486,-1.1722299999999999,-3.384896,5.510079,3.606213,0.288143,5.506111,1.61017718286158e-05,3.189323769569303e-06,9.375442189270667e-06,1.2696312601275587e-05
1 Jan 2011 00:24:51.000,-42.565,-109.137,2157.323434,-1.171409,-3.3809379999999996,5.513782,3.60218,0.288337,5.509818,1.6099783846217368e-05,3.188905885433705e-06,9.383658711706591e-06,1.2687823624679726e-05
1 Jan 2011 00:24:52.000,-42.521,-109.137,2156.228854,-1.170587,-3.376978,5.517482,3.598143,0.288532,5.513523,1.609760925987732e-05,3.1884422176785555e-06,9.39198911316089e-06,1.2679014181176719e-05
1 Jan 2011 00:24:53.000,-42.478,-109.137,2155.133746,-1.1697629999999999,-3.373013,5.5211809999999995,3.594103,0.288725,5.517226,1.6095625240381304e-05,3.1880230835465406e-06,9.400213107619242e-06,1.2670503313953932e-05
1 Jan 2011 00:24:54.000,-42.434,-109.137,2154.038112,-1.1689370000000001,-3.369045,5.524877,3.5900589999999997,0.288919,5.520926,1.6093454597628892e-05,3.1875581139786248e-06,9.408550931350247e-06,1.2661671435009672e-05
1 Jan 2011 00:24:55.000,-42.39,-109.137,2152.9419510000002,-1.168109,-3.365074,5.528571,3.58601,0.289113,5.524625,1.6091285944752708e-05,3.187092482836493e-06,9.416892464568314e-06,1.2652828188685705e-05
1 Jan 2011 00:24:56.000,-42.347,-109.137,2151.845265,-1.1672790000000002,-3.361099,5.5322629999999995,3.5819589999999994,0.28930700000000004,5.528322,1.6089307965947646e-05,3.1866714632681163e-06,9.425127703548349e-06,1.2644284225692826e-05
1 Jan 2011 00:24:57.000,-42.303000000000004,-109.137,2150.7480530000003,-1.166447,-3.357121,5.535953,3.577903,0.2895,5.5320160000000005,1.6087143355773287e-05,3.1862045352199547e-06,9.433476706443079e-06,1.2635418443325896e-05
1 Jan 2011 00:24:58.000,-42.25899999999999,-109.137,2149.650317,-1.165614,-3.353139,5.5396410000000005,3.573843,0.289694,5.5357080000000005,1.6084980777456077e-05,3.185736946086657e-06,9.441829437793208e-06,1.2626541236185446e-05
1 Jan 2011 00:24:59.000,-42.216,-109.137,2148.552057,-1.164779,-3.349154,5.543326,3.569779,0.289887,5.539398,1.6083008988440117e-05,3.1853140488586855e-06,9.450075993319999e-06,1.2617964029623246e-05
1 Jan 2011 00:25:00.000,-42.172,-109.137,2147.453273,-1.163942,-3.345165,5.54701,3.5657120000000004,0.29008,5.543086,1.6080850552777954e-05,3.1848451678884135e-06,9.45843624156332e-06,1.2609064185007482e-05
1 Jan 2011 00:25:01.000,-42.128,-109.137,2146.353965,-1.163103,-3.3411720000000003,5.5506910000000005,3.5616410000000003,0.290273,5.546772,1.6078694208161605e-05,3.184375630575134e-06,9.466800246741637e-06,1.2600152870948083e-05
1 Jan 2011 00:25:02.000,-42.085,-109.13799999999999,2145.254136,-1.1622620000000001,-3.3371760000000004,5.55437,3.5575650000000003,0.290466,5.550455,1.6076821836554285e-05,3.183986932377873e-06,9.475054750113373e-06,1.2591654579963255e-05
1 Jan 2011 00:25:03.000,-42.041000000000004,-109.13799999999999,2144.153784,-1.161419,-3.3331769999999996,5.558047,3.553486,0.290659,5.554137,1.607466975503971e-05,3.1835161159872883e-06,9.483426395689204e-06,1.2582720559178882e-05
1 Jan 2011 00:25:04.000,-41.997,-109.13799999999999,2143.0529100000003,-1.160575,-3.3291739999999996,5.5617220000000005,3.549403,0.290851,5.557816000000001,1.6072519812810923e-05,3.1830446453062963e-06,9.491801820159969e-06,1.2573775014926682e-05
1 Jan 2011 00:25:05.000,-41.95399999999999,-109.13799999999999,2141.951516,-1.159728,-3.325168,5.565394,3.545317,0.291044,5.5614930000000005,1.607056086987925e-05,3.1826180232013703e-06,9.5000712953431e-06,1.2565130901597722e-05
1 Jan 2011 00:25:06.000,-41.91,-109.13799999999999,2140.8496010000003,-1.15888,-3.321158,5.569065,3.541226,0.29123699999999997,5.565168,1.606841526679791e-05,3.182145269935687e-06,9.508454327357724e-06,1.2556162509773528e-05
1 Jan 2011 00:25:07.000,-41.86600000000001,-109.13799999999999,2139.747167,-1.15803,-3.3171449999999996,5.572733,3.537132,0.291429,5.568841,1.6066271846277163e-05,3.1816718631193898e-06,9.516841156902685e-06,1.2547182535860224e-05
1 Jan 2011 00:25:08.000,-41.821999999999996,-109.13799999999999,2138.644213,-1.157178,-3.313128,5.576398999999999,3.533033,0.291621,5.572511,1.6064130634167448e-05,3.181197805813275e-06,9.525231796646731e-06,1.253819096887729e-05
1 Jan 2011 00:25:09.000,-41.778999999999996,-109.13799999999999,2137.54074,-1.156325,-3.309107,5.580063,3.5289309999999996,0.291813,5.57618,1.6062180562983954e-05,3.180768702908352e-06,9.533516643674462e-06,1.2529501797808255e-05
1 Jan 2011 00:25:10.000,-41.735,-109.13799999999999,2136.436748,-1.155469,-3.3050839999999995,5.583724,3.524825,0.292005,5.579846,1.6060043832799622e-05,3.1802933718911893e-06,9.541914956400994e-06,1.252048724870407e-05
1 Jan 2011 00:25:11.000,-41.691,-109.13799999999999,2135.332239,-1.154612,-3.3010559999999995,5.587383999999999,3.520715,0.292197,5.5835099999999995,1.6057909354893573e-05,3.1798173912356964e-06,9.550317097817983e-06,1.25114610473557e-05
1 Jan 2011 00:25:12.000,-41.647,-109.13799999999999,2134.227213,-1.153752,-3.297025,5.591041000000001,3.516601,0.292389,5.587171,1.605577714972265e-05,3.1793407626516276e-06,9.558723077320628e-06,1.2502423178232121e-05
1 Jan 2011 00:25:13.000,-41.603,-109.13799999999999,2133.12167,-1.1528909999999999,-3.2929910000000002,5.594696,3.512483,0.292581,5.590831,1.6053647237794563e-05,3.1788634878576534e-06,9.567132904298733e-06,1.2493373625750527e-05
1 Jan 2011 00:25:14.000,-41.559,-109.13799999999999,2132.015611,-1.152028,-3.288953,5.598349,3.5083620000000004,0.292772,5.594488,1.6051519634073857e-05,3.1783855671949592e-06,9.575546584883129e-06,1.2484312369932049e-05
1 Jan 2011 00:25:15.000,-41.516000000000005,-109.13799999999999,2130.909036,-1.151163,-3.2849120000000003,5.601999,3.504236,0.292964,5.598143,1.6049583363926784e-05,3.1779527561508816e-06,9.583854701325614e-06,1.2475554957563504e-05
1 Jan 2011 00:25:16.000,-41.472,-109.13799999999999,2129.801947,-1.150297,-3.2808669999999998,5.605647,3.500107,0.293155,5.601796,1.604746044011088e-05,3.1774735708419657e-06,9.592276141082367e-06,1.2466470499573906e-05
1 Jan 2011 00:25:17.000,-41.428000000000004,-109.139,2128.6943420000002,-1.1494280000000001,-3.276819,5.609294,3.495974,0.293346,5.605447,1.6045433329090593e-05,3.1770299480355593e-06,9.600699212897813e-06,1.2457487148339335e-05
1 Jan 2011 00:25:18.000,-41.38399999999999,-109.139,2127.5862239999997,-1.148558,-3.272767,5.6129370000000005,3.491836,0.293537,5.609095,1.6043315171125308e-05,3.176549488000976e-06,9.60912849486245e-06,1.2448379195684986e-05
1 Jan 2011 00:25:19.000,-41.34,-109.139,2126.477592,-1.147685,-3.268711,5.616579,3.4876949999999995,0.29372800000000004,5.612741000000001,1.6041199413122667e-05,3.1760683880547616e-06,9.61756167056952e-06,1.2439259452184369e-05
1 Jan 2011 00:25:20.000,-41.29600000000001,-109.139,2125.368448,-1.146811,-3.264652,5.6202190000000005,3.4835510000000003,0.293919,5.616385,1.603908606476224e-05,3.1755866472104035e-06,9.625998742794442e-06,1.2430127893253113e-05
1 Jan 2011 00:25:21.000,-41.251999999999995,-109.139,2124.258791,-1.145935,-3.26059,5.623856,3.479402,0.29411,5.620026999999999,1.603697515256031e-05,3.1751042686466005e-06,9.634439724108679e-06,1.2420984507259304e-05
1 Jan 2011 00:25:22.000,-41.208,-109.139,2123.1486219999997,-1.145057,-3.256524,5.627491,3.475249,0.29430100000000003,5.623667,1.6034866691896547e-05,3.174621252781093e-06,9.642884620531907e-06,1.2411829273857786e-05
1 Jan 2011 00:25:23.000,-41.163999999999994,-109.139,2122.0379420000004,-1.1441780000000001,-3.252455,5.6311230000000005,3.471093,0.294491,5.6273040000000005,1.603276069820373e-05,3.174137600041638e-06,9.651333438064656e-06,1.2402662172661287e-05
1 Jan 2011 00:25:24.000,-41.12,-109.139,2120.926751,-1.1432959999999999,-3.248382,5.634754,3.466932,0.294682,5.630939,1.6030657192562652e-05,3.1736533122500283e-06,9.659786185973666e-06,1.2393483187561817e-05
1 Jan 2011 00:25:25.000,-41.076,-109.14,2119.815051,-1.142413,-3.2443049999999998,5.638382,3.462768,0.29487199999999997,5.634572,1.6028649801240044e-05,3.1732046627062494e-06,9.668241251648251e-06,1.2384405424536896e-05
1 Jan 2011 00:25:26.000,-41.033,-109.14,2118.70284,-1.141527,-3.240225,5.642008000000001,3.4586,0.295062,5.638202,1.6026740469418114e-05,3.1727651382901053e-06,9.676592859434492e-06,1.2375521083335309e-05
1 Jan 2011 00:25:27.000,-40.989,-109.14,2117.590121,-1.1406399999999999,-3.2361419999999996,5.645631,3.454428,0.295252,5.641830000000001,1.6024644555613348e-05,3.172278982550198e-06,9.685057546456503e-06,1.2366306623743597e-05
1 Jan 2011 00:25:28.000,-40.945,-109.14,2116.476893,-1.139751,-3.232055,5.649253,3.450252,0.295442,5.645455999999999,1.602255120289533e-05,3.171792196319714e-06,9.693526194145502e-06,1.2357080206755272e-05
1 Jan 2011 00:25:29.000,-40.900999999999996,-109.14,2115.3631570000002,-1.13886,-3.227965,5.652872,3.446072,0.295632,5.6490800000000005,1.602046042701844e-05,3.17130478008434e-06,9.701998808413555e-06,1.2347841811710258e-05
1 Jan 2011 00:25:30.000,-40.856,-109.14,2114.248913,-1.137967,-3.223871,5.656489,3.4418889999999998,0.295822,5.652702,1.6018183095008865e-05,3.1707706185324747e-06,9.71058438118355e-06,1.2338271934342875e-05
1 Jan 2011 00:25:31.000,-40.812,-109.14,2113.1341629999997,-1.137073,-3.219773,5.660102999999999,3.437701,0.296011,5.656321,1.601609751956725e-05,3.1702819214323645e-06,9.719064920073836e-06,1.2329009261668902e-05
1 Jan 2011 00:25:32.000,-40.768,-109.141,2112.018907,-1.136176,-3.215672,5.663716,3.43351,0.29620100000000005,5.6599379999999995,1.6014108332148e-05,3.1698289339474122e-06,9.727548384972222e-06,1.231984791388701e-05
1 Jan 2011 00:25:33.000,-40.724000000000004,-109.141,2110.9031449999998,-1.135278,-3.211568,5.667326,3.4293139999999998,0.29639,5.663551999999999,1.6012028058573282e-05,3.169338993840914e-06,9.736036987216644e-06,1.2310561184373645e-05
1 Jan 2011 00:25:34.000,-40.68,-109.141,2109.786877,-1.134378,-3.2074599999999998,5.670933,3.4251150000000004,0.296579,5.667165,1.6009950458463356e-05,3.16884843052392e-06,9.744529595305163e-06,1.2301262385342364e-05
1 Jan 2011 00:25:35.000,-40.635999999999996,-109.141,2108.670105,-1.133475,-3.203348,5.674539,3.4209120000000004,0.296768,5.670775,1.6007875542308746e-05,3.168357243159687e-06,9.753026211735305e-06,1.2291951491564232e-05
1 Jan 2011 00:25:36.000,-40.592,-109.141,2107.5528289999997,-1.132571,-3.199233,5.678142,3.4167050000000003,0.296957,5.674382,1.6005803331846912e-05,3.167865433684572e-06,9.76152684561972e-06,1.2282628486365354e-05
1 Jan 2011 00:25:37.000,-40.548,-109.14200000000001,2106.43505,-1.131665,-3.195115,5.681743,3.412494,0.297146,5.677988,1.6003827695739542e-05,3.167409383727177e-06,9.770030835825588e-06,1.2273406869236195e-05
1 Jan 2011 00:25:38.000,-40.504,-109.14200000000001,2105.3167670000003,-1.130758,-3.190993,5.685341,3.4082790000000003,0.297335,5.681591,1.6001760974859198e-05,3.1669163437127674e-06,9.778539607523043e-06,1.2264059617946855e-05
1 Jan 2011 00:25:39.000,-40.46,-109.14200000000001,2104.197982,-1.129848,-3.186867,5.688937,3.404061,0.297523,5.685192,1.59996970138295e-05,3.1664226847007254e-06,9.787052417263223e-06,1.2254700196165527e-05
1 Jan 2011 00:25:40.000,-40.416,-109.14200000000001,2103.078696,-1.1289360000000002,-3.182738,5.692531,3.399838,0.297712,5.68879,1.599763582901809e-05,3.1659284072857485e-06,9.795569270769769e-06,1.2245328582744342e-05
1 Jan 2011 00:25:41.000,-40.371,-109.14200000000001,2101.9589079999996,-1.128023,-3.1786060000000003,5.696123,3.3956120000000003,0.2979,5.692386,1.599538824869294e-05,3.165387140159242e-06,9.804198843332328e-06,1.2235622359313794e-05
1 Jan 2011 00:25:42.000,-40.327,-109.14299999999999,2100.838619,-1.127108,-3.17447,5.699712,3.391382,0.298089,5.6959800000000005,1.5993426628215012e-05,3.16492803593321e-06,9.81272351464664e-06,1.2226339724732084e-05
1 Jan 2011 00:25:43.000,-40.283,-109.14299999999999,2099.71783,-1.12619,-3.17033,5.7032989999999995,3.387147,0.298277,5.699572,1.5991373920789995e-05,3.1644319015444712e-06,9.82125260358812e-06,1.2216931198608086e-05
1 Jan 2011 00:25:44.000,-40.239000000000004,-109.14299999999999,2098.596542,-1.125271,-3.166187,5.706883,3.3829089999999997,0.29846500000000004,5.703161,1.598932406707067e-05,3.163935154062635e-06,9.829785765736593e-06,1.2207510403944543e-05
1 Jan 2011 00:25:45.000,-40.195,-109.14299999999999,2097.474755,-1.12435,-3.162041,5.710466,3.3786669999999996,0.298653,5.706748,1.5987277089309794e-05,3.1634377955109756e-06,9.838323010081184e-06,1.2198077323644477e-05
1 Jan 2011 00:25:46.000,-40.15,-109.14299999999999,2096.352469,-1.123428,-3.157891,5.714046,3.374421,0.29884,5.710333,1.598504380886003e-05,3.1628933388679013e-06,9.846972864424623e-06,1.2188308197014243e-05
1 Jan 2011 00:25:47.000,-40.106,-109.14399999999999,2095.2296850000002,-1.122503,-3.153737,5.717623000000001,3.370172,0.299028,5.713915,1.5983096670876053e-05,3.162431210731501e-06,9.855518391682675e-06,1.2178964047042956e-05
1 Jan 2011 00:25:48.000,-40.062,-109.14399999999999,2094.106404,-1.1215760000000001,-3.14958,5.721198,3.365918,0.299216,5.7174949999999995,1.5981058455941868e-05,3.1619320137338182e-06,9.864067976354418e-06,1.2169493755724415e-05
1 Jan 2011 00:25:49.000,-40.018,-109.14399999999999,2092.982627,-1.1206479999999999,-3.145419,5.724771,3.3616599999999996,0.29940300000000003,5.721072,1.5979023190028498e-05,3.1614322097957487e-06,9.872621668985112e-06,1.2160011096681618e-05
