Time (UTCG),Lat (deg),Lon (deg),Alt (km),Interpolated_Data
Jan 01 2028 00:47:46.812500000,33.45053512,70.15333569999999,449.9992152,
Jan 01 2028 00:47:46.875000000,33.45479224,70.1533929,449.94105379999996,43461.62074440195
Jan 01 2028 00:47:46.937500000,33.45904943,70.15345010000001,449.8828967,43473.729609107606
Jan 01 2028 00:47:47.000000000,33.46330668,70.15350730000003,449.8247438,43485.83621554797
Jan 01 2028 00:47:47.062500000,33.46756401,70.15356459999998,449.7665952,43497.94054632155
Jan 01 2028 00:47:47.125000000,33.471821399999996,70.15362189999999,449.70845080000004,43510.0426192368
Jan 01 2028 00:47:47.187500000,33.47607887,70.1536793,449.6503107,43522.14241695513
Jan 01 2028 00:47:47.250000000,33.48033641,70.1537367,449.59217479999995,43534.239958008264
Jan 01 2028 00:47:47.312500000,33.48459401,70.1537941,449.5340432,43546.335221549234
Jan 01 2028 00:47:47.375000000,33.48885168,70.1538515,449.4759158,43558.4282287652
Jan 01 2028 00:47:47.437500000,33.49310943,70.153909,449.4177927,43570.518961657646
Jan 01 2028 00:47:47.500000000,33.49736724,70.15396659999996,449.3596738,43582.60743916167
Jan 01 2028 00:47:47.562500000,33.50162513,70.15402409999999,449.30155920000004,43594.693640183345
Jan 01 2028 00:47:47.625000000,33.50588308,70.15408169999998,449.24344890000003,43606.77756600063
Jan 01 2028 00:47:47.687500000,33.510141100000006,70.15413939999999,449.18534280000006,43618.859237887504
Jan 01 2028 00:47:47.750000000,33.51439919,70.15419700000001,449.1272409,43630.938653212936
Jan 01 2028 00:47:47.812500000,33.51865736,70.15425479999999,449.0691433,43643.01579704443
Jan 01 2028 00:47:47.875000000,33.52291559,70.1543125,449.01105,43655.09066366045
Jan 01 2028 00:47:47.937500000,33.52717389,70.15437030000001,448.9529609,43667.16327722363
Jan 01 2028 00:47:48.000000000,33.53143226,70.15442809999999,448.8948761,43679.23361620113
Jan 01 2028 00:47:48.062500000,33.5356907,70.15448599999999,448.8367955,43691.30170259881
Jan 01 2028 00:47:48.125000000,33.53994921,70.15454390000002,448.77871919999995,43703.36751481864
Jan 01 2028 00:47:48.187500000,33.54420779,70.15460180000002,448.7206471,43715.43107324472
Jan 01 2028 00:47:48.250000000,33.54846644,70.15465980000002,448.66257930000006,43727.49235955438
Jan 01 2028 00:47:48.312500000,33.55272516,70.15471780000004,448.6045158,43739.55137226553
Jan 01 2028 00:47:48.375000000,33.55698394,70.15477579999998,448.54645650000003,43751.60813100346
Jan 01 2028 00:47:48.437500000,33.561242799999995,70.15483390000003,448.48840149999995,43763.66261906373
Jan 01 2028 00:47:48.500000000,33.56550173,70.15489199999999,448.4303507,43775.714854312064
Jan 01 2028 00:47:48.562500000,33.56976073,70.15495019999997,448.3723041999999,43787.76481860261
Jan 01 2028 00:47:48.625000000,33.57401979,70.15500840000001,448.3142619,43799.812529738985
Jan 01 2028 00:47:48.687500000,33.57827893,70.15506659999997,448.2562239,43811.85796918457
Jan 01 2028 00:47:48.750000000,33.58253813,70.15512489999998,448.1981902,43823.90113761017
Jan 01 2028 00:47:48.812500000,33.58679741,70.15518319999998,448.1401608,43835.942034752996
Jan 01 2028 00:47:48.875000000,33.59105675,70.15524150000002,448.08213550000005,43847.980699695174
Jan 01 2028 00:47:48.937500000,33.59531617,70.15529989999999,448.0241146000001,43860.01707558866
Jan 01 2028 00:47:49.000000000,33.59957565,70.15535830000002,447.9660978999999,43872.051199492285
Jan 01 2028 00:47:49.062500000,33.6038352,70.15541669999999,447.9080855,43884.08305211979
Jan 01 2028 00:47:49.125000000,33.60809483,70.15547519999998,447.8500773,43896.112656773126
Jan 01 2028 00:47:49.187500000,33.61235452,70.1555338,447.7920734,43908.13999205849
Jan 01 2028 00:47:49.250000000,33.61661428,70.1555923,447.7340738,43920.16505444849
Jan 01 2028 00:47:49.312500000,33.62087411,70.15565090000001,447.6760784,43932.187868810535
Jan 01 2028 00:47:49.375000000,33.62513401,70.15570950000003,447.61808729999996,43944.20841288787
