Time (UTCG),Lat (deg),Lon (deg),Alt (km),Interpolated_Data
Sep 07 2017 00:48:23.000000000,35.49848370000001,-176.050060933,449.93361439999995,
Sep 07 2017 00:48:24.000000000,35.56667498,-176.048873887,449.0502286,212718.16330769478
Sep 07 2017 00:48:25.000000000,35.63488312,-176.047676349,448.1679558,213196.73601706978
Sep 07 2017 00:48:26.000000000,35.70310809,-176.046468275,447.2867977,213660.7807689383
Sep 07 2017 00:48:27.000000000,35.77134987,-176.045249622,446.4067555,214110.3125620875
Sep 07 2017 00:48:28.000000000,35.83960845,-176.044020343,445.52783089999997,214545.34565231972
Sep 07 2017 00:48:29.000000000,35.9078838,-176.042780395,444.6500252,214965.89503014088
Sep 07 2017 00:48:30.000000000,35.97617591,-176.041529732,443.7733399,215371.9752310363
Sep 07 2017 00:48:31.000000000,36.04448476,-176.040268309,442.89777649999996,215763.60090369865
Sep 07 2017 00:48:32.000000000,36.11281034,-176.03899608,442.0233364,216140.7867292807
Sep 07 2017 00:48:33.000000000,36.18115261,-176.037712999,441.1500211,216503.54759910284
Sep 07 2017 00:48:34.000000000,36.24951158,-176.036419021,440.27783200000005,216851.89798560186
Sep 07 2017 00:48:35.000000000,36.31788721,-176.035114097,439.4067706,217307.41266467486
Sep 07 2017 00:48:36.000000000,36.38627949,-176.033798183,438.53683820000003,218333.07321369904
Sep 07 2017 00:48:37.000000000,36.454688399999995,-176.032471231,437.6680365,218751.79398136048
Sep 07 2017 00:48:38.000000000,36.52311392,-176.031133194,436.8003666999999,219472.35413853222
Sep 07 2017 00:48:39.000000000,36.59155603,-176.029784025,435.93383049999994,220183.3934827825
Sep 07 2017 00:48:40.000000000,36.66001472,-176.028423675,435.0684291,220884.9217304927
Sep 07 2017 00:48:41.000000000,36.72848996,-176.027052098,434.20416409999996,221576.9481945054
Sep 07 2017 00:48:42.000000000,36.79698175,-176.025669245,433.3410368,222259.48240668784
Sep 07 2017 00:48:43.000000000,36.86549005,-176.024275067,432.4790488,222932.53379354547
Sep 07 2017 00:48:44.000000000,36.93401485,-176.02286951600001,431.61820149999994,223596.11184747698
Sep 07 2017 00:48:45.000000000,37.00255612,-176.021452544,430.7584962,224250.22635567657
Sep 07 2017 00:48:46.000000000,37.07111387,-176.0200241,429.8999345,224894.88642624146
Sep 07 2017 00:48:47.000000000,37.13968805,-176.018584135,429.04251780000004,225530.10189210743
Sep 07 2017 00:48:48.000000000,37.20827865,-176.0171326,428.1862475,226155.88230046254
Sep 07 2017 00:48:49.000000000,37.27688567,-176.015669445,427.3311251,226772.23700276186
