Time (UTCG),Lat (deg),Lon (deg),Alt (km),Interpolated_Data
Jan 01 2028 00:48:02.562500000,-46.14420158,65.0065682,449.98215120000003,72125.43797038984
Jan 01 2028 00:48:02.625000000,-46.13995532,65.00676859999999,449.9218316000001,72149.09570861973
Jan 01 2028 00:48:02.687500000,-46.13570898,65.006969,449.86151629999995,72172.75437137623
Jan 01 2028 00:48:02.750000000,-46.13146256,65.00716929999999,449.8012051,72196.41404158376
Jan 01 2028 00:48:02.812500000,-46.12721607,65.00736949999998,449.7408980000001,72220.0747156701
Jan 01 2028 00:48:02.875000000,-46.12296949,65.00756969999998,449.68059519999997,72243.73631487871
Jan 01 2028 00:48:02.937500000,-46.11872283,65.00776980000003,449.6202966,72267.39888224978
Jan 01 2028 00:48:03.000000000,-46.1144761,65.0079699,449.5600021000001,72291.06244167231
Jan 01 2028 00:48:03.062500000,-46.11022928,65.00816990000001,449.4997118,72314.72697075507
Jan 01 2028 00:48:03.125000000,-46.10598238,65.00836980000003,449.43942580000004,72338.39242870241
Jan 01 2028 00:48:03.187500000,-46.10173541,65.00856969999998,449.3791438999999,72362.05887637303
Jan 01 2028 00:48:03.250000000,-46.09748835,65.00876949999997,449.31886619999995,72385.72629162633
Jan 01 2028 00:48:03.312500000,-46.09324122,65.00896919999997,449.2585927,72409.39466791635
Jan 01 2028 00:48:03.375000000,-46.08899401,65.00916890000002,449.1983233,72433.06403456382
Jan 01 2028 00:48:03.437500000,-46.08474672,65.0093685,449.13805819999993,72456.73432653835
Jan 01 2028 00:48:03.500000000,-46.08049934,65.0095681,449.07779730000004,72480.40557301325
Jan 01 2028 00:48:03.562500000,-46.07625189,65.00976749999998,449.01754050000005,72504.07782531792
Jan 01 2028 00:48:03.625000000,-46.07200436,65.00996699999999,448.957288,72527.75097995815
Jan 01 2028 00:48:03.687500000,-46.06775675,65.01016630000001,448.8970396000001,72551.42514212009
Jan 01 2028 00:48:03.750000000,-46.06350906,65.0103656,448.83679539999997,72575.10025278751
Jan 01 2028 00:48:03.812500000,-46.05926129,65.01056490000002,448.77655539999995,72598.77631108169
Jan 01 2028 00:48:03.875000000,-46.05501344,65.01076409999999,448.7163197,72622.4532897405
Jan 01 2028 00:48:03.937500000,-46.05076552,65.01096319999996,448.65608810000003,72646.13125962336
Jan 01 2028 00:48:04.000000000,-46.04651751,65.0111622,448.5958607,72669.810188826
Jan 01 2028 00:48:04.062500000,-46.04226942,65.01136119999998,448.5356375,72693.49006262983
Jan 01 2028 00:48:04.125000000,-46.03802126,65.01156019999999,448.47541849999993,72717.17087716261
Jan 01 2028 00:48:04.187500000,-46.03377301,65.01175899999998,448.41520369999995,72740.85266006333
Jan 01 2028 00:48:04.250000000,-46.02952469,65.01195780000003,448.3549931,72764.53538225939
Jan 01 2028 00:48:04.312500000,-46.02527628,65.0121566,448.29478660000007,72788.21908613032
Jan 01 2028 00:48:04.375000000,-46.0210278,65.01235530000002,448.23458439999996,72811.90370179253
Jan 01 2028 00:48:04.437500000,-46.01677924,65.0125539,448.1743864,72835.58926887161
Jan 01 2028 00:48:04.500000000,-46.01253059,65.01275240000001,448.1141926,72859.27578975033
Jan 01 2028 00:48:04.562500000,-46.00828187,65.01295090000002,448.054003,72882.96324602139
Jan 01 2028 00:48:04.625000000,-46.00403307,65.01314930000004,447.9938175,72906.65168892752
Jan 01 2028 00:48:04.687500000,-45.99978419,65.0133477,447.9336363,72930.34103138257
Jan 01 2028 00:48:04.750000000,-45.99553523,65.01354599999999,447.87345930000004,72954.03132178307
Jan 01 2028 00:48:04.812500000,-45.99128619,65.01374429999998,447.8132865,72977.7225474155
Jan 01 2028 00:48:04.875000000,-45.98703707,65.01394240000002,447.75311780000004,73001.41476902367
Jan 01 2028 00:48:04.937500000,-45.98278788,65.01414059999999,447.6929534,73025.10787188486
Jan 01 2028 00:48:05.000000000,-45.9785386,65.0143386,447.6327932,73048.80193522228
Jan 01 2028 00:48:05.062500000,-45.97428924,65.01453659999999,447.5726372,73072.49693079348
Jan 01 2028 00:48:05.125000000,-45.97003981,65.01473450000003,447.51248530000004,73096.19290447423
Jan 01 2028 00:48:05.187500000,-45.96579029,65.01493239999999,447.45233770000004,73119.88977456174
Jan 01 2028 00:48:05.250000000,-45.9615407,65.01513019999996,447.39219429999997,73143.58758405258
Jan 01 2028 00:48:05.312500000,-45.95729102,65.01532799999998,447.3320551,73167.28632566353
Jan 01 2028 00:48:05.375000000,-45.95304127,65.01552569999998,447.27192010000005,73190.98600526144
Jan 01 2028 00:48:05.437500000,-45.94879144,65.01572329999999,447.2117893,73214.68662527263
Jan 01 2028 00:48:05.500000000,-45.94454153,65.0159208,447.15166270000003,73238.38818507703
Jan 01 2028 00:48:05.562500000,-45.94029154,65.01611830000002,447.0915403,73262.09067096726
Jan 01 2028 00:48:05.625000000,-45.93604147,65.01631580000003,447.0314221,73285.79408207217
Jan 01 2028 00:48:05.687500000,-45.93179132,65.0165131,446.97130819999995,73309.49840672445
Jan 01 2028 00:48:05.750000000,-45.92754109,65.01671049999999,446.9111984,73333.20367915295
Jan 01 2028 00:48:05.812500000,-45.92329078,65.01690770000002,446.8510928,73356.90990120296
Jan 01 2028 00:48:05.875000000,-45.91904039,65.01710490000002,446.7909915,73380.6170081756
Jan 01 2028 00:48:05.937500000,-45.91478993,65.017302,446.7308943,73404.32508434665
Jan 01 2028 00:48:06.000000000,-45.91053938,65.01749909999998,446.67080139999996,73428.03404694177
Jan 01 2028 00:48:06.062500000,-45.90628875,65.01769610000002,446.6107126,73451.74398041918
Jan 01 2028 00:48:06.125000000,-45.90203805,65.01789300000002,446.55062810000004,73475.45480643293
Jan 01 2028 00:48:06.187500000,-45.89778727,65.0180899,446.4905478,73499.16655083788
Jan 01 2028 00:48:06.250000000,-45.8935364,65.0182867,446.4304717,73522.87922987858
Jan 01 2028 00:48:06.312500000,-45.88928546,65.0184835,446.3703998,73546.59282265359
Jan 01 2028 00:48:06.375000000,-45.88503444,65.01868019999998,446.31033210000004,73570.30734557584
Jan 01 2028 00:48:06.437500000,-45.88078334,65.01887680000002,446.2502687,73594.02276069704
Jan 01 2028 00:48:06.500000000,-45.87653216,65.01907340000002,446.19020939999996,73617.73912771666
Jan 01 2028 00:48:06.562500000,-45.8722809,65.01926990000001,446.1301544,73641.45638553848
Jan 01 2028 00:48:06.625000000,-45.86802956,65.0194663,446.0701035,73665.17460823429
Jan 01 2028 00:48:06.687500000,-45.86377814,65.0196627,446.0100569,73688.89370588987
Jan 01 2028 00:48:06.750000000,-45.85952665,65.019859,445.95001449999995,73712.61372656975
Jan 01 2028 00:48:06.812500000,-45.85527507,65.02005530000002,445.8899763,73736.33466110451
Jan 01 2028 00:48:06.875000000,-45.85102341,65.0202515,445.8299423,73760.05652039286
Jan 01 2028 00:48:06.937500000,-45.84677168,65.02044759999998,445.7699126,73783.77926334729
Jan 01 2028 00:48:07.000000000,-45.84251986,65.0206437,445.70988700000004,73807.50295526732
Jan 01 2028 00:48:07.062500000,-45.83826797,65.02083969999998,445.64986569999996,73831.22752945876
Jan 01 2028 00:48:07.125000000,-45.834016,65.02103569999997,445.58984860000004,73854.95301057289
Jan 01 2028 00:48:07.187500000,-45.82976395,65.02123160000002,445.5298357,73878.67941305689
Jan 01 2028 00:48:07.250000000,-45.82551182,65.02142740000002,445.46982699999995,73902.40673630714
Jan 01 2028 00:48:07.312500000,-45.82125961,65.0216232,445.40982249999996,73926.13496423478
Jan 01 2028 00:48:07.375000000,-45.81700732,65.02181890000003,445.3498223,73949.86407417708
Jan 01 2028 00:48:07.437500000,-45.81275495,65.02201450000001,445.2898262,73973.59414027406
Jan 01 2028 00:48:07.500000000,-45.8085025,65.02221009999997,445.22983439999996,73997.32507143018
Jan 01 2028 00:48:07.562500000,-45.80424997,65.02240559999998,445.1698468,74021.05691999005
Jan 01 2028 00:48:07.625000000,-45.79999737,65.0226011,445.10986349999996,74044.78962889218
Jan 01 2028 00:48:07.687500000,-45.79574468,65.0227965,445.04988430000003,74068.52329435626
Jan 01 2028 00:48:07.750000000,-45.79149192,65.0229918,444.98990939999993,74092.25783470193
Jan 01 2028 00:48:07.812500000,-45.78723907,65.02318709999997,444.92993870000004,74115.9932768476
Jan 01 2028 00:48:07.875000000,-45.78298615,65.02338230000004,444.8699722,74139.72962987858
Jan 01 2028 00:48:07.937500000,-45.77873315,65.02357749999999,444.81000989999995,74163.46687999705
Jan 01 2028 00:48:08.000000000,-45.77448007,65.0237725,444.75005189999996,74187.20502184992
Jan 01 2028 00:48:08.062500000,-45.77022691,65.02396759999999,444.69009800000003,74210.94408027413
Jan 01 2028 00:48:08.125000000,-45.76597367,65.02416249999999,444.6301484,74234.68402923708
Jan 01 2028 00:48:08.187500000,-45.76172035,65.02435750000001,444.5702031,74258.42481825048
Jan 01 2028 00:48:08.250000000,-45.75746695,65.02455230000001,444.5102619,74282.16657140874
Jan 01 2028 00:48:08.312500000,-45.75321348,65.02474709999998,444.450325,74305.90917659926
Jan 01 2028 00:48:08.375000000,-45.74895992,65.0249418,444.39039230000003,74329.65269372292
Jan 01 2028 00:48:08.437500000,-45.74470628,65.02513650000003,444.3304638,74353.3971019285
Jan 01 2028 00:48:08.500000000,-45.74045257,65.02533109999999,444.2705394999999,74377.14241432211
Jan 01 2028 00:48:08.562500000,-45.73619878,65.02552560000001,444.2106195,74400.88859608784
Jan 01 2028 00:48:08.625000000,-45.731944899999995,65.0257201,444.15070369999995,74424.63566990833
Jan 01 2028 00:48:08.687500000,-45.72769095,65.0259145,444.0907921,74448.38364595304
Jan 01 2028 00:48:08.750000000,-45.72343692,65.02610890000003,444.0308848,74472.13247188905
Jan 01 2028 00:48:08.812500000,-45.71918281,65.02630319999997,443.9709817,74495.8822018872
