Time (UTCG),Lat (deg),Lon (deg),Alt (km),Interpolated_Data
Sep 07 2017 00:48:03.000000000,-46.1743196,178.78743100000003,449.5748999,
Sep 07 2017 00:48:04.000000000,-46.10636263,178.7906461,448.6107655,160739.72484695254
Sep 07 2017 00:48:05.000000000,-46.03838533,178.79384520000002,447.64770489999995,161709.77423439713
Sep 07 2017 00:48:06.000000000,-45.97038773,178.79702819999994,446.6857199,162679.87429407137
Sep 07 2017 00:48:07.000000000,-45.90236982,178.8001954,445.7248122,163650.02275002172
Sep 07 2017 00:48:08.000000000,-45.83433164,178.8033466,444.7649836,164620.2166290879
Sep 07 2017 00:48:09.000000000,-45.76627318,178.80648210000004,443.8062359,165590.45354907497
Sep 07 2017 00:48:10.000000000,-45.69819447,178.80960189999996,442.84857089999997,166560.73074391542
Sep 07 2017 00:48:11.000000000,-45.63009552,178.81270589999997,441.89199019999995,167531.0455311943
Sep 07 2017 00:48:12.000000000,-45.56197635,178.81579439999996,440.93649569999997,168858.6729778301
Sep 07 2017 00:48:13.000000000,-45.49383696,178.8188674,439.982089,169589.93810723478
Sep 07 2017 00:48:14.000000000,-45.42567738,178.8219249,439.02877209999997,170656.1066543231
Sep 07 2017 00:48:15.000000000,-45.35749762,178.82496709999998,438.0765465,171722.2941177125
Sep 07 2017 00:48:16.000000000,-45.28929769,178.82799389999997,437.1254142,172788.49708390934
Sep 07 2017 00:48:17.000000000,-45.22107761,178.8310055,436.1753767,173854.71297800247
Sep 07 2017 00:48:18.000000000,-45.15283739,178.83400189999998,435.22643600000004,174920.93848180672
Sep 07 2017 00:48:19.000000000,-45.08457705,178.8369831,434.2785937,175987.17065679596
Sep 07 2017 00:48:20.000000000,-45.01629661,178.8399493,433.3318516,177053.40659718955
Sep 07 2017 00:48:21.000000000,-44.94799607,178.84290049999998,432.3862114,178119.64327130627
Sep 07 2017 00:48:22.000000000,-44.87967545,178.84583680000003,431.441675,179185.8775295028
Sep 07 2017 00:48:23.000000000,-44.81133478,178.8487583,430.49824400000006,180252.10650617548
Sep 07 2017 00:48:24.000000000,-44.74297405,178.85166489999995,429.55592029999997,181318.32681531672
Sep 07 2017 00:48:25.000000000,-44.6745933,178.8545568,428.61470549999996,182384.53568515184
Sep 07 2017 00:48:26.000000000,-44.60619253,178.85743409999998,427.6746014,183450.73006057015
Sep 07 2017 00:48:27.000000000,-44.53777176,178.8602967,426.7356098,184516.90657769862
Sep 07 2017 00:48:28.000000000,-44.469331,178.86314480000004,425.79773240000003,185979.78678668418
Sep 07 2017 00:48:29.000000000,-44.40087028,178.86597840000002,424.860971,186822.19250343257
Sep 07 2017 00:48:30.000000000,-44.3323896,178.86879760000005,423.9253273,187994.2081200772
Sep 07 2017 00:48:31.000000000,-44.26388898,178.8716025,422.99080310000005,189166.16137401926
Sep 07 2017 00:48:32.000000000,-44.19536844,178.874393,422.0574001,190338.04863408022
Sep 07 2017 00:48:33.000000000,-44.12682799,178.8771693,421.12512010000006,191509.86658663244
Sep 07 2017 00:48:34.000000000,-44.05826765,178.8799315,420.1939647,192681.61198249302
Sep 07 2017 00:48:35.000000000,-43.98968743,178.8826795,419.2639359,193853.28082415625
Sep 07 2017 00:48:36.000000000,-43.92108735,178.88541349999997,418.3350352,195024.870102113
Sep 07 2017 00:48:37.000000000,-43.85246743,178.88813349999998,417.4072645,196196.37604307756
Sep 07 2017 00:48:38.000000000,-43.78382769,178.89083950000003,416.4806255,197367.79508777088
Sep 07 2017 00:48:39.000000000,-43.71516813,178.89353169999998,415.55512000000004,198913.672853887
Sep 07 2017 00:48:40.000000000,-43.64648877,178.89621010000002,414.6307496,200087.49534703113
Sep 07 2017 00:48:41.000000000,-43.57778963,178.89887470000002,413.7075162,201263.3312494211
Sep 07 2017 00:48:42.000000000,-43.50907073,178.90152569999998,412.78542139999996,202439.23156879246
Sep 07 2017 00:48:43.000000000,-43.44033209,178.90416299999998,411.864467,204005.1148335232
Sep 07 2017 00:48:44.000000000,-43.37157371,178.9067867,410.9446548,204957.8579326563
Sep 07 2017 00:48:45.000000000,-43.30279562,178.90939689999993,410.02598650000004,206250.81580797714
Sep 07 2017 00:48:46.000000000,-43.23399782,178.91199360000002,409.10846380000004,207543.79084170604
Sep 07 2017 00:48:47.000000000,-43.16518035,178.9145769,408.19208849999995,208836.7788988837
Sep 07 2017 00:48:48.000000000,-43.09634321,178.91714689999998,407.2768623,210129.7760297615
Sep 07 2017 00:48:49.000000000,-43.02748642,178.91970360000005,406.3627869,211422.77806656284
Sep 07 2017 00:48:50.000000000,-42.95861001,178.92224710000005,405.4498642,212715.78072683062
Sep 07 2017 00:48:51.000000000,-42.88971397,178.92477730000002,404.5380957,214008.77994345623
Sep 07 2017 00:48:52.000000000,-42.82079834,178.92729449999996,403.6274833,215301.77174590417
Sep 07 2017 00:48:53.000000000,-42.75186312,178.9297985,402.7180287,216594.75158493646
Sep 07 2017 00:48:54.000000000,-42.68290834,178.9322896,401.8097336,217887.71574618292
Sep 07 2017 00:48:55.000000000,-42.61393401,178.93476769999995,400.9025998,219180.659684402
Sep 07 2017 00:48:56.000000000,-42.54494015,178.93723289999997,399.99662889999996,220473.5794445992
Sep 07 2017 00:48:57.000000000,-42.47592678,178.93968519999999,399.0918228,221766.47048692917
Sep 07 2017 00:48:58.000000000,-42.40689391,178.9421248,398.1881831,223059.32904182302
Sep 07 2017 00:48:59.000000000,-42.33784156,178.9445516,397.2857116,224816.59283938177
