Time (UTCG),Lat (deg),Lon (deg),Alt (km),ne_iri16_cm-3,Te_iri16_K,Ti_iri16_K,O+_iri16_cm-3,O2+_iri16_cm-3,NO+_iri16_cm-3
Mar 17 2015 00:50:00.00000,87.5,-180.0,200.0,117804.630016,1387.920166015625,930.4600830078125,39542.370304,21552.92672,53938.266112
Mar 17 2015 00:50:00.00000,87.5,-175.0,200.0,117266.751488,1387.8360595703125,930.6600341796875,39215.439872,21512.871936,53791.236096
Mar 17 2015 00:50:00.00000,87.5,-170.0,200.0,116540.33408,1387.754150390625,930.8396606445312,38737.158144,21466.165248,53617.922048
Mar 17 2015 00:50:00.00000,87.5,-165.0,200.0,115633.528832,1387.6748046875,930.9979248046875,38150.51264,21404.2112,53394.378752
Mar 17 2015 00:50:00.00000,87.5,-160.0,200.0,114558.173184,1387.598388671875,931.1342163085938,37463.760896,21328.060416,53122.646016
Mar 17 2015 00:50:00.00000,87.5,-155.0,200.0,113326.727168,1387.5257568359375,931.2481079101562,36685.594624,21238.77376,52804.95616
Mar 17 2015 00:50:00.00000,87.5,-150.0,200.0,111952.666624,1387.4571533203125,931.33935546875,35825.373184,21137.471488,52443.680768
Mar 17 2015 00:50:00.00000,87.5,-145.0,200.0,110451.95776,1387.3934326171875,931.4080810546875,34893.897728,21025.642496,52041.928704
Mar 17 2015 00:50:00.00000,87.5,-140.0,200.0,108839.165952,1387.3350830078125,931.4544677734375,33901.174784,20904.3968,51602.567168
Mar 17 2015 00:50:00.00000,87.5,-135.0,200.0,107131.387904,1387.2830810546875,931.4790649414062,32858.617856,20775.176192,51129.126912
Mar 17 2015 00:50:00.00000,87.5,-130.0,200.0,105345.703936,1387.23828125,931.4822998046875,31777.642496,20639.2832,50625.37216
Mar 17 2015 00:50:00.00000,87.5,-125.0,200.0,103497.867264,1387.2008056640625,931.4649658203125,30668.939264,20497.557504,50094.886912
Mar 17 2015 00:50:00.00000,87.5,-120.0,200.0,101605.384192,1387.172607421875,931.4278564453125,29753.030656,20094.96576,49585.17248
Mar 17 2015 00:50:00.00000,87.5,-115.0,200.0,99684.179968,1387.154541015625,931.371826171875,28612.57728,19955.542016,49012.40832
Mar 17 2015 00:50:00.00000,87.5,-110.0,200.0,97750.376448,1387.147216796875,931.2977294921875,27474.16576,19815.512064,48425.721856
Mar 17 2015 00:50:00.00000,87.5,-105.0,200.0,95819.292672,1387.152099609375,931.20654296875,26347.7248,19674.96192,47829.89312
Mar 17 2015 00:50:00.00000,87.5,-100.0,200.0,93905.575936,1387.1702880859375,931.09912109375,25243.267072,19533.058048,47229.841408
Mar 17 2015 00:50:00.00000,87.5,-95.0,200.0,92022.693888,1387.2027587890625,930.9763793945312,24169.652224,19389.042688,46630.490112
Mar 17 2015 00:50:00.00000,87.5,-90.0,200.0,90183.196672,1387.2506103515625,930.83935546875,23135.485952,19241.375744,46036.819968
Mar 17 2015 00:50:00.00000,87.5,-85.0,200.0,88399.650816,1387.3143310546875,930.688720703125,22149.07904,19088.05632,45454.62272
Mar 17 2015 00:50:00.00000,87.5,-80.0,200.0,86681.419776,1387.3944091796875,930.5255126953125,21216.464896,18927.681536,44888.264704
Mar 17 2015 00:50:00.00000,87.5,-75.0,200.0,85039.972352,1387.49072265625,930.3504028320312,20344.461312,18758.49216,44343.721984
Mar 17 2015 00:50:00.00000,87.5,-70.0,200.0,83482.697728,1387.60205078125,930.1642456054688,19536.961536,18579.777536,43824.88576
