Time (UTCG),Lat (deg),Lon (deg),Alt (km),ne_iri16_cm-3,Te_iri16_K,Ti_iri16_K,O+_iri16_cm-3,O2+_iri16_cm-3,NO+_iri16_cm-3
Mar 17 2015 00:50:00.00000,87.5,-180.0,150.0,49912.95488,750.1953125,709.8709716796875,647.670272,14091.644928,34941.00992
Mar 17 2015 00:50:00.00000,87.5,-175.0,150.0,49675.710464,750.1594848632812,709.9010009765625,642.592064,13987.160064,34815.475712
Mar 17 2015 00:50:00.00000,87.5,-170.0,150.0,49343.7952,750.1221923828125,709.918701171875,633.525056,13846.191104,34636.488704
Mar 17 2015 00:50:00.00000,87.5,-165.0,150.0,48921.042944,750.08349609375,709.9243774414062,622.235264,13669.44768,34405.404672
Mar 17 2015 00:50:00.00000,87.5,-160.0,150.0,48412.721152,750.0432739257812,709.918701171875,608.883968,13460.484096,34123.739136
Mar 17 2015 00:50:00.00000,87.5,-155.0,150.0,47824.846848,750.0017700195312,709.9024658203125,593.649856,13223.376896,33793.200128
Mar 17 2015 00:50:00.00000,87.5,-150.0,150.0,47163.86304,749.9590454101562,709.8765869140625,576.719744,12962.571264,33415.524352
Mar 17 2015 00:50:00.00000,87.5,-145.0,150.0,46437.39648,749.9154663085938,709.8421630859375,558.307584,12683.092992,32993.038336
Mar 17 2015 00:50:00.00000,87.5,-140.0,150.0,45652.877312,749.8711547851562,709.80029296875,538.618304,12389.861376,32527.988736
Mar 17 2015 00:50:00.00000,87.5,-135.0,150.0,44818.702336,749.8267211914062,709.7523193359375,517.87984,12088.00768,32023.328768
Mar 17 2015 00:50:00.00000,87.5,-130.0,150.0,43943.432192,749.7825927734375,709.6992797851562,496.325024,11782.462464,31482.400768
Mar 17 2015 00:50:00.00000,87.5,-125.0,150.0,43035.353088,749.7391357421875,709.6424560546875,474.182912,11477.559296,30908.841984
Mar 17 2015 00:50:00.00000,87.5,-120.0,150.0,42103.31648,749.6974487304688,709.5828857421875,459.649344,11017.627648,30457.475072
Mar 17 2015 00:50:00.00000,87.5,-115.0,150.0,41155.760128,749.6580810546875,709.521728515625,437.58688,10694.081536,29862.889472
Mar 17 2015 00:50:00.00000,87.5,-110.0,150.0,40201.09312,749.6218872070312,709.4598388671875,415.420512,10388.180992,29243.736064
Mar 17 2015 00:50:00.00000,87.5,-105.0,150.0,39247.396864,749.5899047851562,709.39794921875,393.373024,10102.137856,28605.566976
Mar 17 2015 00:50:00.00000,87.5,-100.0,150.0,38302.273536,749.5629272460938,709.3367919921875,371.65968,9837.563904,27954.10432
Mar 17 2015 00:50:00.00000,87.5,-95.0,150.0,37372.919808,749.5421142578125,709.2767333984375,350.487872,9594.821632,27295.8976
Mar 17 2015 00:50:00.00000,87.5,-90.0,150.0,36465.836032,749.5282592773438,709.21826171875,330.048512,9373.81888,26637.285376
Mar 17 2015 00:50:00.00000,87.5,-85.0,150.0,35587.444736,749.5222778320312,709.161376953125,310.518464,9173.855232,25985.138688
Mar 17 2015 00:50:00.00000,87.5,-80.0,150.0,34742.74304,749.5247192382812,709.1061401367188,292.030304,8994.003968,25345.224704
Mar 17 2015 00:50:00.00000,87.5,-75.0,150.0,33937.156096,749.5360717773438,709.0523681640625,274.70768,8833.27488,24723.775488
Mar 17 2015 00:50:00.00000,87.5,-70.0,150.0,33174.519808,749.5562133789062,708.9998779296875,258.622384,8690.665472,24125.540352
Mar 17 2015 00:50:00.00000,87.5,-65.0,150.0,32458.56768,749.5851440429688,708.9482421875,243.837856,8564.8768,23555.452928
