Time (UTCG),Lat (deg),Lon (deg),Alt (km),ne_iri16_cm-3,Te_iri16_K,Ti_iri16_K,O+_iri16_cm-3,O2+_iri16_cm-3,NO+_iri16_cm-3
Mar 17 2015 00:50:00.00000,87.5,-180.0,350.0,308893.417472,2592.3251953125,1300.9012451171875,300780.290048,,
Mar 17 2015 00:50:00.00000,87.5,-175.0,350.0,308316.864512,2593.48388671875,1300.759033203125,300216.287232,,
Mar 17 2015 00:50:00.00000,87.5,-170.0,350.0,307580.993536,2594.4462890625,1300.579345703125,299497.55392,,
Mar 17 2015 00:50:00.00000,87.5,-165.0,350.0,306689.14688,2595.22509765625,1300.3609619140625,298627.39968,,
Mar 17 2015 00:50:00.00000,87.5,-160.0,350.0,305656.102912,2595.820556640625,1300.10302734375,297620.2752,,
Mar 17 2015 00:50:00.00000,87.5,-155.0,350.0,304490.315776,2596.218017578125,1299.805419921875,296484.20864,,
Mar 17 2015 00:50:00.00000,87.5,-150.0,350.0,303205.318656,2596.424560546875,1299.4688720703125,295232.63488,,
Mar 17 2015 00:50:00.00000,87.5,-145.0,350.0,301817.626624,2596.413330078125,1299.0955810546875,293881.544704,,
Mar 17 2015 00:50:00.00000,87.5,-140.0,350.0,300338.315264,2596.182861328125,1298.6881103515625,292441.751552,,
Mar 17 2015 00:50:00.00000,87.5,-135.0,350.0,298786.455552,2595.70263671875,1298.2508544921875,290931.99872,,
Mar 17 2015 00:50:00.00000,87.5,-130.0,350.0,297177.710592,2594.953857421875,1297.7889404296875,289367.392256,,
Mar 17 2015 00:50:00.00000,87.5,-125.0,350.0,295525.548032,2593.90673828125,1297.308837890625,287761.104896,,
Mar 17 2015 00:50:00.00000,87.5,-120.0,350.0,293847.433216,2592.518798828125,1296.8184814453125,286130.372608,,
Mar 17 2015 00:50:00.00000,87.5,-115.0,350.0,292155.850752,2590.758056640625,1296.326904296875,284487.286784,,
Mar 17 2015 00:50:00.00000,87.5,-110.0,350.0,290465.841152,2588.57568359375,1295.843505859375,282846.625792,,
Mar 17 2015 00:50:00.00000,87.5,-105.0,350.0,288789.364736,2585.9208984375,1295.3792724609375,281220.120576,,
Mar 17 2015 00:50:00.00000,87.5,-100.0,350.0,287141.036032,2582.7568359375,1294.9451904296875,279621.926912,,
Mar 17 2015 00:50:00.00000,87.5,-95.0,350.0,285529.669632,2579.0205078125,1294.552001953125,278060.662784,,
Mar 17 2015 00:50:00.00000,87.5,-90.0,350.0,283966.636032,2574.686767578125,1294.2103271484375,276547.403776,,
Mar 17 2015 00:50:00.00000,87.5,-85.0,350.0,282463.10912,2569.719482421875,1293.92919921875,275092.733952,,
Mar 17 2015 00:50:00.00000,87.5,-80.0,350.0,281023.61088,2564.115234375,1293.71630859375,273701.076992,,
Mar 17 2015 00:50:00.00000,87.5,-75.0,350.0,279661.93664,2557.88623046875,1293.5771484375,272385.409024,,
Mar 17 2015 00:50:00.00000,87.5,-70.0,350.0,278380.838912,2551.1015625,1293.514404296875,271148.302336,,
Mar 17 2015 00:50:00.00000,87.5,-65.0,350.0,277186.80576,2543.8408203125,1293.5283203125,269995.737088,,
Mar 17 2015 00:50:00.00000,87.5,-60.0,350.0,276086.554624,2536.224853515625,1293.61669921875,268933.988352,,
Mar 17 2015 00:50:00.00000,87.5,-55.0,350.0,275084.017664,2528.423095703125,1293.7744140625,267966.693376,,
Mar 17 2015 00:50:00.00000,87.5,-50.0,350.0,274183.651328,2520.607421875,1293.994140625,267098.128384,,
Mar 17 2015 00:50:00.00000,87.5,-45.0,350.0,273390.55104,2512.9658203125,1294.267333984375,266332.9792,,
Mar 17 2015 00:50:00.00000,87.5,-40.0,350.0,272704.831488,2505.67529296875,1294.5843505859375,265671.376896,,
Mar 17 2015 00:50:00.00000,87.5,-35.0,350.0,272130.932736,2498.9130859375,1294.93505859375,265117.745152,,
Mar 17 2015 00:50:00.00000,87.5,-30.0,350.0,271671.230464,2492.81103515625,1295.3089599609375,264674.328576,,
