Time (UTCG),Lat (deg),Lon (deg),Alt (km),ne_iri16_cm-3,Te_iri16_K,Ti_iri16_K,O+_iri16_cm-3,O2+_iri16_cm-3,NO+_iri16_cm-3
Mar 17 2015 00:50:00.00000,87.5,-180.0,400.0,232590.000128,2671.615234375,1424.6368408203125,225249.411072,,
Mar 17 2015 00:50:00.00000,87.5,-175.0,400.0,232194.752512,2672.637939453125,1424.3817138671875,224867.36896,,
Mar 17 2015 00:50:00.00000,87.5,-170.0,400.0,231699.349504,2673.4873046875,1424.08349609375,224388.251648,,
Mar 17 2015 00:50:00.00000,87.5,-165.0,400.0,231105.757184,2674.17431640625,1423.74072265625,223813.992448,,
Mar 17 2015 00:50:00.00000,87.5,-160.0,400.0,230424.363008,2674.700439453125,1423.3525390625,223154.66752,,
Mar 17 2015 00:50:00.00000,87.5,-155.0,400.0,229660.819456,2675.052490234375,1422.919189453125,222415.601664,,
Mar 17 2015 00:50:00.00000,87.5,-150.0,400.0,228824.481792,2675.235595703125,1422.44140625,221605.904384,,
Mar 17 2015 00:50:00.00000,87.5,-145.0,400.0,227926.99904,2675.2275390625,1421.9222412109375,220736.831488,,
Mar 17 2015 00:50:00.00000,87.5,-140.0,400.0,226975.563776,2675.0302734375,1421.364990234375,219815.346176,,
Mar 17 2015 00:50:00.00000,87.5,-135.0,400.0,225983.561728,2674.61083984375,1420.775390625,218854.424576,,
Mar 17 2015 00:50:00.00000,87.5,-130.0,400.0,224961.773568,2673.95458984375,1420.1597900390625,217864.43776,,
Mar 17 2015 00:50:00.00000,87.5,-125.0,400.0,223919.210496,2673.03662109375,1419.52685546875,216854.216704,,
Mar 17 2015 00:50:00.00000,87.5,-120.0,400.0,222867.734528,2671.8193359375,1418.886962890625,215835.295744,,
Mar 17 2015 00:50:00.00000,87.5,-115.0,400.0,221815.488512,2670.2724609375,1418.25146484375,214815.686656,,
Mar 17 2015 00:50:00.00000,87.5,-110.0,400.0,220772.614144,2668.355224609375,1417.633056640625,213805.154304,,
Mar 17 2015 00:50:00.00000,87.5,-105.0,400.0,219746.533376,2666.0205078125,1417.0455322265625,212811.104256,,
Mar 17 2015 00:50:00.00000,87.5,-100.0,400.0,218746.929152,2663.234619140625,1416.503662109375,211842.90816,,
Mar 17 2015 00:50:00.00000,87.5,-95.0,400.0,217778.814976,2659.943115234375,1416.021240234375,210905.546752,,
Mar 17 2015 00:50:00.00000,87.5,-90.0,400.0,216849.252352,2656.1201171875,1415.612060546875,210005.983232,,
Mar 17 2015 00:50:00.00000,87.5,-85.0,400.0,215964.925952,2651.732666015625,1415.287841796875,209150.492672,,
